date,open,high,low,close,volume
2026-06-19,23991.2,24047.2,23901.9,24013.1,447858148
2026-06-22,24106.6,24168.05,24073.15,24102.9,252821156
2026-06-23,24071.3,24135.5,23784.95,23824.1,340090069
2026-06-24,23795.8,24090.05,23789.25,24021.65,395578738
2026-06-25,24125.85,24261.6,24039.0,24056.0,448752143
2026-06-29,24061.75,24120.0,23924.55,23946.25,588498045
2026-06-30,24032.05,24035.55,23829.2,23865.75,449044753
2026-07-01,23897.65,24049.9,23895.1,24005.85,352148975
2026-07-02,24062.2,24194.55,24058.8,24175.7,372941283
2026-07-03,24375.65,24378.15,24252.35,24270.85,326634751
2026-07-06,24306.85,24458.65,24287.1,24430.35,329356507
2026-07-07,24464.45,24530.9,24348.95,24398.7,412624457
2026-07-08,24259.55,24300.0,23805.2,23882.05,420531527
2026-07-09,23928.95,24134.7,23925.7,23962.8,384795241
2026-07-10,24124.7,24228.45,24120.35,24206.9,313072212
2026-07-13,24039.4,24259.8,24000.2,24211.0,322678968
2026-07-14,24068.0,24157.1,24023.7,24052.05,355829008
2026-07-15,24085.85,24220.35,24010.55,24078.5,306924577
2026-07-16,24142.1,24186.5,24050.0,24072.75,264271962
2026-07-17,24127.6,24367.3,24099.05,24334.3,387772135
2026-07-20,24190.05,24266.1,24135.85,24238.5,353095939
2026-07-21,24216.05,24262.2,24135.65,24187.7,315560285
2026-07-22,24150.45,24166.3,23961.4,23996.25,304745142
2026-07-23,23904.8,23990.75,23807.2,23869.6,344042832
2026-07-24,23666.35,23823.6,23606.3,23767.45,333870912
2026-07-27,23928.4,24011.6,23891.55,23995.95,319367545
2026-07-28,23971.25,24041.15,23954.6,23985.35,437827320
2026-07-29,24176.65,24283.55,24136.75,24250.2,424150311
2026-07-30,24249.55,24342.95,24187.1,24317.15,400636260
2026-07-31,24361.45,24429.4,24299.7,24383.6,411693361
2026-08-03,24572.7,24774.3,24515.15,24774.3,342283085
2026-08-04,24703.9,24703.9,24427.95,24614.9,296554546
2026-08-05,24669.2,24677.6,24497.95,24624.65,355518193
2026-08-06,24641.0,24677.05,24604.15,24636.0,344001180
2026-08-07,24538.9,24630.4,24522.75,24570.65,254819435
2026-08-10,24581.25,24620.95,24511.1,24583.8,269507262
2026-08-11,24575.1,24576.85,24429.25,24471.7,271943567
2026-08-12,24472.45,24473.3,24265.95,24435.95,317552958
2026-08-13,24431.6,24431.6,24311.4,24395.85,295823169
2026-08-14,24361.9,24405.2,24296.8,24366.0,267706410
2026-08-17,24343.45,24360.1,24226.95,24287.65,225427674
2026-08-18,24223.85,24269.65,24154.9,24154.9,227027460
2026-08-19,24152.05,24172.85,24025.65,24078.3,238718813
2026-08-20,24225.45,24265.15,24184.55,24231.85,253928495
2026-08-21,24284.05,24284.05,24206.8,24252.0,259287088
2026-08-24,24285.05,24313.0,24144.3,24219.05,236285363
